seed,ticker,start,end,days,peak_date,max_score,threshold,score_ratio
0,BBY,2023-08-29,2023-08-29,1,2023-08-29,0.0021179089607964,0.0015159095603688145,1.3971209207765147
0,META,2023-07-27,2023-07-27,1,2023-07-27,0.0020759851269152,0.0015159095603688145,1.3694650269308424
0,NVDA,2023-05-31,2023-05-31,1,2023-05-31,0.002073683925361,0.0015159095603688145,1.3679469933921924
0,ISRG,2023-01-25,2023-01-25,1,2023-01-25,0.0019669726825668,0.0015159095603688145,1.2975527920598664
0,ALB,2023-11-14,2023-11-14,1,2023-11-14,0.0019624606388485,0.0015159095603688145,1.294576332357876
0,MHK,2024-04-26,2024-04-26,1,2024-04-26,0.0019547573630309,0.0015159095603688145,1.2894947127025942
0,CMCSA,2024-10-31,2024-10-31,1,2024-10-31,0.0019461714391148,0.0015159095603688145,1.2838308366109286
0,ACN,2024-09-26,2024-09-26,1,2024-09-26,0.0019336128018039,0.0015159095603688145,1.27554628083054
0,TMO,2024-06-28,2024-06-28,1,2024-06-28,0.0019121462163942,0.0015159095603688145,1.2613854192785636
0,HON,2023-12-15,2023-12-15,1,2023-12-15,0.0018860348808326,0.0015159095603688145,1.2441605555767692
0,META,2023-03-03,2023-03-03,1,2023-03-03,0.0018520798628395,0.0015159095603688145,1.2217614501942298
0,EXPE,2024-11-08,2024-11-08,1,2024-11-08,0.001850532172183,0.0015159095603688145,1.2207404851597963
0,COF,2023-11-24,2023-11-24,1,2023-11-24,0.0018347909033764,0.0015159095603688145,1.2103564429859541
0,BLDR,2023-05-31,2023-05-31,1,2023-05-31,0.0017601583356736,0.0015159095603688145,1.1611235799880837
0,ALLE,2024-06-28,2024-06-28,1,2024-06-28,0.0017124019384937,0.0015159095603688145,1.1296201193408133
0,VLTO,2024-07-26,2024-07-26,1,2024-07-26,0.0017080536195862,0.0015159095603688145,1.1267516639783166
0,INTU,2024-03-15,2024-03-15,1,2024-03-15,0.0017045729974294,0.0015159095603688145,1.1244556020971888
0,GILD,2024-09-20,2024-09-20,1,2024-09-20,0.001646863684679,0.0015159095603688145,1.0863865020274197
0,PLTR,2024-09-20,2024-09-20,1,2024-09-20,0.0016408253839472,0.0015159095603688145,1.0824032164214297
0,HD,2023-05-31,2023-05-31,1,2023-05-31,0.0016397563604793,0.0015159095603688145,1.0816980137524526
0,PG,2024-09-20,2024-09-20,1,2024-09-20,0.0016163828378315,0.0015159095603688145,1.0662792029877037
0,COP,2023-12-15,2023-12-15,1,2023-12-15,0.0016094379871598,0.0015159095603688145,1.061697893618555
0,WMT,2023-05-18,2023-05-18,1,2023-05-18,0.0015999903475555,0.0015159095603688145,1.0554655695727844
